날짜,종가,시가,고가,저가,거래량,변동 %,구분
2013-05-06,567.13,568.82,569.05,567.12,462.95K,0.32%,kosdaq
2013-05-07,573.68,569.69,573.76,568.73,475.87K,1.15%,kosdaq
2013-05-08,576.70,576.60,577.50,575.30,466.32K,0.53%,kosdaq
2013-05-09,573.35,579.00,579.33,572.82,470.60K,-0.58%,kosdaq
2013-05-10,569.70,574.51,574.51,569.44,445.33K,-0.64%,kosdaq
2013-05-13,565.72,571.76,572.12,565.72,450.09K,-0.70%,kosdaq
2013-05-14,560.47,568.04,569.39,554.34,543.62K,-0.93%,kosdaq
2013-05-15,565.65,563.18,565.80,563.01,432.75K,0.92%,kosdaq
2013-05-16,566.06,568.61,568.62,565.87,456.86K,0.07%,kosdaq
2013-05-20,567.32,567.82,567.93,565.69,377.81K,0.22%,kosdaq
2013-05-21,572.69,569.31,572.69,569.31,383.53K,0.95%,kosdaq
2013-05-22,574.25,575.08,575.22,573.39,450.32K,0.27%,kosdaq
2013-05-23,569.34,574.58,576.45,569.33,503.90K,-0.86%,kosdaq
2013-05-24,574.06,572.26,574.07,569.42,449.88K,0.83%,kosdaq
2013-05-27,577.56,575.98,577.78,575.36,409.44K,0.61%,kosdaq
2013-05-28,585.76,579.87,585.76,579.60,504.96K,1.42%,kosdaq
2013-05-29,585.69,588.39,588.54,585.69,480.77K,-0.01%,kosdaq
2013-05-30,581.13,586.67,587.89,580.24,455.45K,-0.78%,kosdaq
2013-05-31,577.87,583.14,583.81,571.61,487.62K,-0.56%,kosdaq
2013-06-03,569.41,576.23,578.31,569.40,410.53K,-1.46%,kosdaq
2013-06-04,561.55,571.01,571.73,558.75,539.19K,-1.38%,kosdaq
2013-06-05,549.09,560.38,560.56,549.09,463.80K,-2.22%,kosdaq
2013-06-07,535.75,550.34,551.57,531.03,445.95K,-2.43%,kosdaq
2013-06-10,547.00,538.49,547.80,537.94,546.09K,2.10%,kosdaq
2013-06-11,547.87,547.45,548.02,543.36,743.23K,0.16%,kosdaq
2013-06-12,546.20,545.34,550.98,545.25,471.02K,-0.30%,kosdaq
2013-06-13,540.82,545.20,547.38,536.00,558.01K,-0.98%,kosdaq
2013-06-14,536.04,545.98,546.55,534.31,486.15K,-0.88%,kosdaq
2013-06-17,524.50,537.61,539.10,519.41,427.80K,-2.15%,kosdaq
2013-06-18,534.26,526.93,534.27,519.81,394.42K,1.86%,kosdaq
2013-06-19,531.41,536.51,537.19,531.30,396.65K,-0.53%,kosdaq
2013-06-20,525.59,524.88,531.96,521.02,445.11K,-1.10%,kosdaq
2013-06-21,520.89,513.58,520.89,507.30,418.34K,-0.89%,kosdaq
2013-06-24,508.65,523.50,523.59,508.65,379.86K,-2.35%,kosdaq
2013-06-25,480.96,505.28,508.76,478.68,539.03K,-5.44%,kosdaq
2013-06-26,493.07,490.45,495.02,482.36,382.78K,2.52%,kosdaq
2013-06-27,512.25,501.06,512.25,501.01,404.48K,3.89%,kosdaq
2013-06-28,519.06,516.63,519.65,514.63,373.69K,1.33%,kosdaq
2013-07-01,527.81,522.51,528.68,522.40,323.10K,1.69%,kosdaq
2013-07-02,526.92,531.99,532.38,525.28,345.25K,-0.17%,kosdaq
2013-07-03,521.31,528.01,530.94,521.05,383.11K,-1.06%,kosdaq
2013-07-04,525.22,524.48,526.45,517.51,384.12K,0.75%,kosdaq
2013-07-05,525.40,528.04,529.75,522.77,422.88K,0.03%,kosdaq
2013-07-08,515.85,526.48,528.50,515.85,330.97K,-1.82%,kosdaq
2013-07-09,519.34,519.08,519.93,513.84,425.64K,0.68%,kosdaq
2013-07-10,515.64,521.41,521.88,515.64,422.81K,-0.71%,kosdaq
2013-07-11,527.25,520.04,527.26,520.04,368.64K,2.25%,kosdaq
2013-07-12,532.47,530.37,532.48,528.23,398.83K,0.99%,kosdaq
2013-07-15,531.67,534.23,535.13,529.27,367.03K,-0.15%,kosdaq
2013-07-16,537.72,533.77,537.72,533.36,339.85K,1.14%,kosdaq
2013-07-17,541.82,539.08,543.28,537.92,326.26K,0.76%,kosdaq
2013-07-18,541.56,544.02,544.30,541.56,327.81K,-0.05%,kosdaq
2013-07-19,541.87,545.43,546.08,540.32,316.48K,0.06%,kosdaq
2013-07-22,541.14,543.66,544.83,541.14,326.04K,-0.13%,kosdaq
2013-07-23,541.64,542.76,544.13,540.86,307.93K,0.09%,kosdaq
2013-07-24,543.60,543.44,544.09,541.56,358.25K,0.36%,kosdaq
2013-07-25,541.94,544.75,545.49,541.94,369.44K,-0.31%,kosdaq
2013-07-26,545.31,543.87,545.33,542.51,326.52K,0.62%,kosdaq
2013-07-29,540.98,547.26,547.69,540.98,347.42K,-0.79%,kosdaq
2013-07-30,546.43,542.86,546.43,542.64,366.01K,1.01%,kosdaq
2013-07-31,554.31,548.72,554.65,547.78,354.85K,1.44%,kosdaq
2013-08-01,549.52,557.68,557.79,549.52,328.01K,-0.86%,kosdaq
2013-08-02,551.76,553.24,554.65,549.67,336.34K,0.41%,kosdaq
2013-08-05,556.60,553.68,556.92,553.32,342.53K,0.88%,kosdaq
2013-08-06,557.36,558.38,558.95,554.98,347.13K,0.14%,kosdaq
2013-08-07,554.73,556.94,559.14,554.73,352.90K,-0.47%,kosdaq
2013-08-08,555.30,556.93,558.01,555.06,341.18K,0.10%,kosdaq
2013-08-09,554.93,556.79,557.10,553.65,349.81K,-0.07%,kosdaq
2013-08-12,550.25,555.15,555.46,549.13,376.52K,-0.84%,kosdaq
2013-08-13,550.85,552.06,552.52,548.51,459.78K,0.11%,kosdaq
2013-08-14,550.87,553.60,554.38,550.87,419.74K,0.00%,kosdaq
2013-08-16,548.79,544.77,549.79,544.60,397.04K,-0.38%,kosdaq
2013-08-19,550.49,550.75,551.22,549.35,396.15K,0.31%,kosdaq
2013-08-20,537.57,550.00,551.46,537.56,516.32K,-2.35%,kosdaq
2013-08-21,530.54,540.21,540.71,523.93,503.87K,-1.31%,kosdaq
2013-08-22,517.64,524.87,525.06,514.64,461.32K,-2.43%,kosdaq
2013-08-23,529.19,523.55,529.38,523.55,321.63K,2.23%,kosdaq
2013-08-26,533.73,532.43,533.91,532.37,332.48K,0.86%,kosdaq
2013-08-27,524.39,533.50,533.94,523.92,384.92K,-1.75%,kosdaq
2013-08-28,517.44,514.59,519.80,511.65,387.62K,-1.33%,kosdaq
2013-08-29,520.37,520.93,523.19,520.36,301.61K,0.57%,kosdaq
2013-08-30,516.74,522.11,523.04,515.83,399.57K,-0.70%,kosdaq
2013-09-02,525.18,518.62,525.19,518.62,315.98K,1.63%,kosdaq
2013-09-03,525.89,527.71,529.20,525.70,343.82K,0.14%,kosdaq
2013-09-04,526.16,526.95,527.24,525.23,348.33K,0.05%,kosdaq
2013-09-05,528.06,529.19,529.67,527.98,351.63K,0.36%,kosdaq
2013-09-06,523.77,529.75,530.14,523.03,457.62K,-0.81%,kosdaq
2013-09-09,521.11,526.67,526.85,520.22,469.20K,-0.51%,kosdaq
2013-09-10,523.15,523.85,524.23,520.53,317.32K,0.39%,kosdaq
2013-09-11,529.34,526.38,529.34,526.28,278.28K,1.18%,kosdaq
2013-09-12,529.58,530.87,532.24,527.66,290.18K,0.05%,kosdaq
2013-09-13,530.89,530.69,531.76,530.34,247.19K,0.25%,kosdaq
2013-09-16,526.20,528.84,529.40,526.20,245.49K,-0.88%,kosdaq
2013-09-17,527.11,527.54,528.17,525.76,221.75K,0.17%,kosdaq
2013-09-23,527.07,528.91,529.98,526.77,258.52K,-0.01%,kosdaq
2013-09-24,527.29,527.31,528.89,523.84,304.12K,0.04%,kosdaq
2013-09-25,527.27,528.95,529.56,525.51,284.32K,0.00%,kosdaq
2013-09-26,532.83,528.59,532.96,528.59,268.92K,1.05%,kosdaq
2013-09-27,537.50,535.21,537.70,535.04,293.66K,0.88%,kosdaq
2013-09-30,534.89,538.00,538.00,534.49,297.05K,-0.49%,kosdaq
2013-10-01,530.35,534.09,536.01,524.86,352.73K,-0.85%,kosdaq
2013-10-02,532.02,534.26,534.83,531.79,288.87K,0.31%,kosdaq
2013-10-04,532.01,531.68,532.94,527.88,287.15K,0.00%,kosdaq
2013-10-07,528.44,533.79,534.56,528.43,300.74K,-0.67%,kosdaq
2013-10-08,528.83,527.51,528.83,525.07,315.89K,0.07%,kosdaq
2013-10-10,529.04,528.50,531.45,528.50,304.39K,0.04%,kosdaq
2013-10-11,532.60,534.33,534.71,532.30,318.02K,0.67%,kosdaq
2013-10-14,531.66,534.58,534.67,531.50,352.08K,-0.18%,kosdaq
2013-10-15,533.12,534.28,535.32,532.50,363.01K,0.27%,kosdaq
2013-10-16,525.68,534.90,535.49,524.55,411.64K,-1.40%,kosdaq
2013-10-17,521.52,530.09,530.15,519.93,347.54K,-0.79%,kosdaq
2013-10-18,525.69,522.51,525.69,521.60,294.29K,0.80%,kosdaq
2013-10-21,529.34,527.97,529.39,526.71,286.35K,0.69%,kosdaq
2013-10-22,531.89,530.26,531.90,529.40,310.88K,0.48%,kosdaq
2013-10-23,525.38,533.99,533.99,525.37,338.96K,-1.22%,kosdaq
2013-10-24,531.03,526.21,531.04,524.36,323.13K,1.08%,kosdaq
2013-10-25,534.02,533.43,534.28,531.80,333.91K,0.56%,kosdaq
2013-10-28,534.98,536.38,536.77,533.96,331.98K,0.18%,kosdaq
2013-10-29,533.91,535.90,536.19,533.47,328.17K,-0.20%,kosdaq
2013-10-30,537.68,535.98,538.08,535.00,347.65K,0.71%,kosdaq
2013-10-31,532.44,537.71,537.71,532.44,313.11K,-0.97%,kosdaq
2013-11-01,534.74,533.90,534.87,533.41,366.45K,0.43%,kosdaq
2013-11-04,533.64,536.21,536.46,533.63,310.69K,-0.21%,kosdaq
2013-11-05,528.73,535.00,535.22,528.24,326.61K,-0.92%,kosdaq
2013-11-06,525.99,528.75,529.89,525.89,319.36K,-0.52%,kosdaq
2013-11-07,520.65,527.91,527.91,520.21,344.48K,-1.02%,kosdaq
2013-11-08,515.74,517.02,521.06,515.61,311.36K,-0.94%,kosdaq
2013-11-11,502.94,517.37,517.92,502.44,364.34K,-2.48%,kosdaq
2013-11-12,510.73,504.13,510.73,504.13,288.49K,1.55%,kosdaq
2013-11-13,505.60,511.62,512.83,504.92,298.35K,-1.00%,kosdaq
2013-11-14,511.75,509.35,511.89,506.85,275.82K,1.22%,kosdaq
2013-11-15,512.74,514.07,514.67,512.00,313.01K,0.19%,kosdaq
2013-11-18,509.54,515.22,515.22,508.98,290.39K,-0.62%,kosdaq
2013-11-19,505.50,509.27,510.67,504.05,300.52K,-0.79%,kosdaq
2013-11-20,504.16,506.15,507.09,504.03,237.71K,-0.27%,kosdaq
2013-11-21,501.05,504.87,504.89,499.99,244.89K,-0.62%,kosdaq
2013-11-22,504.06,503.89,504.86,502.89,265.97K,0.60%,kosdaq
2013-11-25,507.76,505.78,508.31,505.68,214.72K,0.73%,kosdaq
2013-11-26,510.54,509.04,510.57,507.15,259.41K,0.55%,kosdaq
2013-11-27,511.65,511.88,513.64,510.25,286.75K,0.22%,kosdaq
2013-11-28,515.52,514.41,515.75,513.82,299.59K,0.76%,kosdaq
2013-11-29,517.06,517.61,518.19,514.55,280.43K,0.30%,kosdaq
2013-12-02,512.69,518.09,518.34,512.69,287.19K,-0.85%,kosdaq
2013-12-03,508.16,512.22,513.13,507.36,321.17K,-0.88%,kosdaq
2013-12-04,506.28,507.53,510.39,504.54,301.66K,-0.37%,kosdaq
2013-12-05,506.32,507.32,508.30,504.70,247.18K,0.01%,kosdaq
2013-12-06,506.32,506.24,508.12,506.20,294.73K,0.00%,kosdaq
2013-12-09,502.23,508.89,509.53,502.22,263.25K,-0.81%,kosdaq
2013-12-10,497.72,502.89,503.41,495.82,304.61K,-0.90%,kosdaq
2013-12-11,494.78,497.27,500.64,494.39,286.35K,-0.59%,kosdaq
2013-12-12,495.64,492.31,496.00,492.29,283.53K,0.17%,kosdaq
2013-12-13,494.36,495.98,496.18,491.07,269.03K,-0.26%,kosdaq
2013-12-16,488.19,495.75,496.16,488.19,276.80K,-1.25%,kosdaq
2013-12-17,486.15,490.89,491.60,486.15,282.71K,-0.42%,kosdaq
2013-12-18,485.65,486.83,489.26,483.81,291.93K,-0.10%,kosdaq
2013-12-19,484.17,489.83,490.22,483.32,275.57K,-0.30%,kosdaq
2013-12-20,488.41,484.77,488.41,483.84,265.88K,0.88%,kosdaq
2013-12-23,489.63,490.32,490.96,489.40,254.50K,0.25%,kosdaq
2013-12-24,491.08,491.53,491.87,490.10,267.96K,0.30%,kosdaq
2013-12-26,488.87,492.93,493.01,488.86,276.93K,-0.45%,kosdaq
2013-12-27,496.77,490.02,496.80,489.53,262.32K,1.62%,kosdaq
2013-12-30,499.99,498.41,500.05,497.54,234.61K,0.65%,kosdaq
2013-12-31,499.99,498.41,500.05,497.54,234.61K,0.00%,kosdaq
2014-01-02,496.28,502.41,502.87,496.06,264.27K,-0.74%,kosdaq
2014-01-03,499.33,496.67,499.33,493.79,295.10K,0.61%,kosdaq
2014-01-06,500.62,500.86,501.29,498.73,288.71K,0.26%,kosdaq
2014-01-07,504.86,500.42,505.02,500.42,332.45K,0.85%,kosdaq
2014-01-08,509.78,507.55,510.60,506.41,368.75K,0.97%,kosdaq
2014-01-09,511.60,511.00,512.30,510.54,363.96K,0.36%,kosdaq
2014-01-10,510.19,513.68,513.89,507.11,399.61K,-0.28%,kosdaq
2014-01-13,512.92,511.59,513.76,511.59,375.91K,0.54%,kosdaq
2014-01-14,512.27,511.48,514.75,511.41,410.68K,-0.13%,kosdaq
2014-01-15,515.97,515.56,516.28,514.12,414.46K,0.72%,kosdaq
2014-01-16,517.83,518.50,518.93,517.38,404.47K,0.36%,kosdaq
2014-01-17,518.10,519.00,519.15,515.44,389.35K,0.05%,kosdaq
2014-01-20,519.99,519.38,520.55,516.92,357.63K,0.36%,kosdaq
2014-01-21,520.99,521.26,521.49,519.66,426.38K,0.19%,kosdaq
2014-01-22,523.07,522.61,523.48,521.29,428.56K,0.40%,kosdaq
2014-01-23,522.72,524.91,526.82,522.72,447.49K,-0.07%,kosdaq
2014-01-24,520.31,522.25,524.00,516.19,356.08K,-0.46%,kosdaq
2014-01-27,507.51,509.12,511.38,507.48,517.00K,-2.46%,kosdaq
2014-01-28,509.29,508.58,509.71,502.84,453.64K,0.35%,kosdaq
2014-01-29,515.20,512.13,515.25,512.13,389.47K,1.16%,kosdaq
2014-02-03,513.62,513.03,515.45,511.19,421.81K,-0.31%,kosdaq
2014-02-04,507.56,506.64,507.97,505.12,451.90K,-1.18%,kosdaq
2014-02-05,505.62,511.12,511.89,505.62,448.62K,-0.38%,kosdaq
2014-02-06,509.87,507.52,510.65,507.52,570.17K,0.84%,kosdaq
2014-02-07,514.45,513.84,514.87,512.72,317.54K,0.90%,kosdaq
2014-02-10,518.47,517.45,518.48,516.63,309.04K,0.78%,kosdaq
2014-02-11,518.90,520.12,520.51,517.68,334.36K,0.08%,kosdaq
2014-02-12,520.64,522.28,522.28,519.96,363.29K,0.34%,kosdaq
2014-02-13,521.82,521.79,522.47,520.26,335.85K,0.23%,kosdaq
2014-02-14,522.58,523.90,524.71,522.35,304.30K,0.15%,kosdaq
2014-02-17,522.00,524.25,524.37,521.05,312.97K,-0.11%,kosdaq
2014-02-18,525.42,523.79,525.63,523.17,317.03K,0.66%,kosdaq
2014-02-19,529.87,527.33,529.91,526.12,302.65K,0.85%,kosdaq
2014-02-20,525.69,530.28,530.35,525.68,319.02K,-0.79%,kosdaq
2014-02-21,528.51,528.48,528.80,527.15,281.06K,0.54%,kosdaq
2014-02-24,526.34,530.38,530.98,526.34,300.68K,-0.41%,kosdaq
2014-02-25,528.61,529.28,529.37,527.65,300.49K,0.43%,kosdaq
2014-02-26,529.23,529.59,529.79,528.01,350.39K,0.12%,kosdaq
2014-02-27,528.37,530.50,531.15,528.02,342.02K,-0.16%,kosdaq
2014-02-28,528.96,529.86,529.97,527.51,317.97K,0.11%,kosdaq
2014-03-03,529.86,529.23,530.62,526.27,310.00K,0.17%,kosdaq
2014-03-04,531.54,528.18,532.56,528.00,288.13K,0.32%,kosdaq
2014-03-05,536.77,535.74,536.99,534.59,309.50K,0.98%,kosdaq
2014-03-06,540.33,538.29,540.40,537.98,333.65K,0.66%,kosdaq
2014-03-07,543.76,542.54,544.08,542.54,330.79K,0.63%,kosdaq
2014-03-10,542.19,545.63,545.74,541.85,314.73K,-0.29%,kosdaq
2014-03-11,547.68,544.85,547.69,544.85,332.09K,1.01%,kosdaq
2014-03-12,539.30,548.12,548.19,538.79,421.13K,-1.53%,kosdaq
2014-03-13,547.51,542.20,547.52,539.80,446.41K,1.52%,kosdaq
2014-03-14,544.27,542.87,546.51,542.42,406.01K,-0.59%,kosdaq
2014-03-17,535.82,545.36,546.31,535.54,373.69K,-1.55%,kosdaq
2014-03-18,541.15,540.03,541.43,539.12,381.92K,0.99%,kosdaq
2014-03-19,542.25,544.55,545.17,539.88,364.06K,0.20%,kosdaq
2014-03-20,541.79,541.40,542.29,539.15,369.12K,-0.08%,kosdaq
2014-03-21,546.81,545.21,547.18,544.54,398.55K,0.93%,kosdaq
2014-03-24,545.60,549.35,549.43,545.58,372.73K,-0.22%,kosdaq
2014-03-25,539.05,545.79,545.79,538.41,377.42K,-1.20%,kosdaq
2014-03-26,544.13,541.65,544.13,540.94,376.34K,0.94%,kosdaq
2014-03-27,541.46,544.32,544.62,540.01,315.85K,-0.49%,kosdaq
2014-03-28,544.10,542.35,544.45,542.34,301.07K,0.49%,kosdaq
2014-03-31,541.58,546.57,547.03,538.78,287.62K,-0.46%,kosdaq
2014-04-01,549.08,544.51,549.08,544.06,330.25K,1.38%,kosdaq
2014-04-02,557.65,552.24,557.78,552.24,429.49K,1.56%,kosdaq
2014-04-03,557.01,560.20,560.85,556.69,428.92K,-0.11%,kosdaq
2014-04-04,560.44,559.14,560.52,558.05,382.41K,0.62%,kosdaq
2014-04-07,554.23,557.58,559.10,553.67,384.35K,-1.11%,kosdaq
2014-04-08,554.07,553.47,555.02,549.89,372.97K,-0.03%,kosdaq
2014-04-09,552.22,556.73,556.75,552.17,415.12K,-0.33%,kosdaq
2014-04-10,555.10,556.24,556.45,554.50,385.75K,0.52%,kosdaq
2014-04-11,555.87,548.50,555.88,548.44,302.35K,0.14%,kosdaq
2014-04-14,562.04,557.35,562.05,557.32,281.99K,1.11%,kosdaq
2014-04-15,562.11,565.13,565.18,562.01,361.93K,0.01%,kosdaq
2014-04-16,565.96,564.45,566.25,562.81,385.31K,0.68%,kosdaq
2014-04-17,565.75,568.80,569.03,565.75,386.34K,-0.04%,kosdaq
2014-04-18,571.23,568.00,571.61,567.77,350.59K,0.97%,kosdaq
2014-04-21,569.28,573.05,573.06,569.28,339.21K,-0.34%,kosdaq
2014-04-22,570.98,570.76,571.16,569.38,335.43K,0.30%,kosdaq
2014-04-23,565.47,573.68,573.88,565.47,370.97K,-0.97%,kosdaq
2014-04-24,561.12,567.73,567.93,555.07,401.55K,-0.77%,kosdaq
2014-04-25,556.48,561.94,562.30,555.50,314.13K,-0.83%,kosdaq
2014-04-28,556.96,555.68,558.56,555.68,282.64K,0.09%,kosdaq
2014-04-29,556.97,559.87,560.55,555.81,337.01K,0.00%,kosdaq
2014-04-30,559.34,560.04,561.73,559.08,309.99K,0.43%,kosdaq
2014-05-02,558.66,561.68,562.06,558.08,291.65K,-0.12%,kosdaq
2014-05-07,550.35,559.09,559.15,550.34,289.23K,-1.49%,kosdaq
2014-05-08,546.89,552.00,552.28,543.81,324.84K,-0.63%,kosdaq
2014-05-09,550.19,548.94,550.39,547.30,291.44K,0.60%,kosdaq
2014-05-12,551.40,551.85,551.99,550.52,345.01K,0.22%,kosdaq
2014-05-13,557.16,554.45,557.44,554.41,334.97K,1.04%,kosdaq
2014-05-14,560.30,559.15,560.35,557.85,366.36K,0.56%,kosdaq
2014-05-15,561.75,561.69,562.77,560.62,433.22K,0.26%,kosdaq
2014-05-16,557.59,561.50,561.54,556.62,393.24K,-0.74%,kosdaq
2014-05-19,546.81,559.57,559.62,546.24,387.92K,-1.93%,kosdaq
2014-05-20,542.96,548.09,548.73,538.65,406.84K,-0.70%,kosdaq
2014-05-21,545.59,542.88,547.05,542.72,282.14K,0.48%,kosdaq
2014-05-22,546.75,548.58,549.15,546.24,314.63K,0.21%,kosdaq
2014-05-23,549.70,549.10,550.07,548.63,279.28K,0.54%,kosdaq
2014-05-26,548.83,552.35,552.60,548.83,307.96K,-0.16%,kosdaq
2014-05-27,547.97,550.66,550.78,543.15,349.13K,-0.16%,kosdaq
2014-05-28,549.96,550.36,550.37,548.54,375.91K,0.36%,kosdaq
2014-05-29,549.61,551.06,551.17,548.91,307.09K,-0.06%,kosdaq
2014-05-30,546.53,551.07,551.07,546.31,339.72K,-0.56%,kosdaq
2014-06-02,535.15,546.81,546.82,535.07,303.75K,-2.08%,kosdaq
2014-06-03,531.28,535.19,535.43,526.65,271.35K,-0.72%,kosdaq
2014-06-05,523.12,531.45,531.96,522.06,260.96K,-1.54%,kosdaq
2014-06-09,524.03,525.16,526.67,520.89,231.80K,0.17%,kosdaq
2014-06-10,532.64,525.27,532.65,525.27,238.61K,1.64%,kosdaq
2014-06-11,533.30,533.99,534.32,532.26,235.53K,0.12%,kosdaq
2014-06-12,536.14,534.39,536.64,533.85,244.38K,0.53%,kosdaq
2014-06-13,536.34,536.59,536.74,533.98,267.53K,0.04%,kosdaq
2014-06-16,536.02,537.66,537.71,535.43,247.38K,-0.06%,kosdaq
2014-06-17,537.90,537.32,539.12,537.13,300.97K,0.35%,kosdaq
2014-06-18,537.05,539.40,539.68,537.03,289.64K,-0.16%,kosdaq
2014-06-19,536.79,539.14,539.92,535.47,283.51K,-0.05%,kosdaq
2014-06-20,536.69,537.79,538.40,535.51,247.60K,-0.02%,kosdaq
2014-06-23,529.96,537.90,538.44,529.96,263.80K,-1.25%,kosdaq
2014-06-24,529.49,531.14,531.56,524.71,276.11K,-0.09%,kosdaq
2014-06-25,527.26,529.80,530.98,527.23,237.21K,-0.42%,kosdaq
2014-06-26,530.04,529.64,531.57,529.64,226.10K,0.53%,kosdaq
2014-06-27,531.43,531.36,532.27,529.75,223.48K,0.26%,kosdaq
2014-06-30,537.06,533.77,537.07,533.63,217.63K,1.06%,kosdaq
2014-07-01,544.90,538.44,544.91,537.75,244.17K,1.46%,kosdaq
2014-07-02,549.03,547.98,549.18,547.15,269.15K,0.76%,kosdaq
2014-07-03,550.68,549.21,551.01,548.93,280.04K,0.30%,kosdaq
2014-07-04,552.90,553.65,553.75,551.29,348.30K,0.40%,kosdaq
2014-07-07,553.15,554.56,554.59,550.97,305.10K,0.05%,kosdaq
2014-07-08,554.90,553.47,555.26,552.34,321.59K,0.32%,kosdaq
2014-07-09,555.84,554.02,556.44,552.98,309.65K,0.17%,kosdaq
2014-07-10,559.32,558.52,559.66,557.65,288.19K,0.63%,kosdaq
2014-07-11,556.58,559.36,559.84,556.57,318.69K,-0.49%,kosdaq
2014-07-14,561.50,559.43,561.55,559.43,328.16K,0.88%,kosdaq
2014-07-15,559.15,564.68,565.02,559.15,384.66K,-0.42%,kosdaq
2014-07-16,555.27,560.68,560.74,550.58,339.89K,-0.69%,kosdaq
2014-07-17,558.94,557.62,559.16,557.57,329.96K,0.66%,kosdaq
2014-07-18,560.26,556.55,560.84,556.13,318.32K,0.24%,kosdaq
2014-07-21,561.75,563.76,563.99,561.42,319.00K,0.27%,kosdaq
2014-07-22,564.93,563.24,564.96,562.62,332.08K,0.57%,kosdaq
2014-07-23,563.14,567.35,567.49,563.13,329.99K,-0.32%,kosdaq
2014-07-24,559.67,565.25,565.30,559.64,376.07K,-0.62%,kosdaq
2014-07-25,562.78,560.79,562.94,560.65,314.01K,0.56%,kosdaq
2014-07-28,552.98,564.26,564.30,551.93,329.15K,-1.74%,kosdaq
2014-07-29,541.82,553.75,554.17,540.22,333.91K,-2.02%,kosdaq
2014-07-30,541.81,543.63,544.02,537.27,312.52K,0.00%,kosdaq
2014-07-31,536.32,541.99,542.08,528.15,339.90K,-1.01%,kosdaq
2014-08-01,541.09,530.20,541.36,529.88,270.22K,0.89%,kosdaq
2014-08-04,549.61,543.80,549.61,543.45,320.87K,1.57%,kosdaq
2014-08-05,547.75,552.21,552.44,546.57,374.82K,-0.34%,kosdaq
2014-08-06,548.43,548.42,549.77,547.00,335.19K,0.12%,kosdaq
2014-08-07,547.11,550.42,551.96,546.45,335.81K,-0.24%,kosdaq
2014-08-08,544.24,547.97,548.60,540.38,311.66K,-0.52%,kosdaq
2014-08-11,546.30,548.48,549.74,546.30,302.81K,0.38%,kosdaq
2014-08-12,545.76,548.54,548.93,544.54,317.47K,-0.10%,kosdaq
2014-08-13,551.73,547.64,551.74,547.64,304.69K,1.09%,kosdaq
2014-08-14,558.18,554.12,558.27,553.96,299.43K,1.17%,kosdaq
2014-08-18,561.10,561.35,561.57,559.46,299.40K,0.52%,kosdaq
2014-08-19,562.66,564.16,564.30,559.03,319.08K,0.28%,kosdaq
2014-08-20,561.96,564.75,565.56,561.96,327.84K,-0.12%,kosdaq
2014-08-21,562.52,564.60,565.01,562.52,330.05K,0.10%,kosdaq
2014-08-22,566.35,565.04,566.69,565.00,368.80K,0.68%,kosdaq
2014-08-25,564.40,568.54,569.64,563.05,368.84K,-0.34%,kosdaq
2014-08-26,568.24,567.50,568.34,565.93,349.86K,0.68%,kosdaq
2014-08-27,567.23,570.33,570.74,565.27,358.40K,-0.18%,kosdaq
2014-08-28,570.24,569.53,570.45,569.13,342.14K,0.53%,kosdaq
2014-08-29,570.20,570.52,571.44,568.46,403.41K,-0.01%,kosdaq
2014-09-01,566.95,572.80,572.85,566.94,395.69K,-0.57%,kosdaq
2014-09-02,568.74,567.48,568.90,565.64,341.58K,0.32%,kosdaq
2014-09-03,571.40,570.13,572.41,569.59,397.98K,0.47%,kosdaq
2014-09-04,568.90,573.50,573.81,568.33,381.37K,-0.44%,kosdaq
2014-09-05,572.37,569.99,572.61,568.50,350.10K,0.61%,kosdaq
2014-09-08,572.37,569.99,572.61,568.50,350.10K,0.00%,kosdaq
2014-09-11,573.70,574.89,575.65,573.64,339.92K,0.23%,kosdaq
2014-09-12,570.65,575.46,575.82,567.71,331.32K,-0.53%,kosdaq
2014-09-15,565.77,571.64,571.64,565.76,335.43K,-0.86%,kosdaq
2014-09-16,572.36,567.06,572.38,567.06,322.76K,1.16%,kosdaq
2014-09-17,574.98,574.99,575.56,573.10,356.77K,0.46%,kosdaq
2014-09-18,576.97,577.65,578.40,576.97,391.55K,0.35%,kosdaq
2014-09-19,581.38,580.10,581.41,578.67,373.85K,0.76%,kosdaq
2014-09-22,577.35,583.44,583.45,577.35,385.30K,-0.69%,kosdaq
2014-09-23,575.56,577.67,578.75,571.61,370.41K,-0.31%,kosdaq
2014-09-24,580.42,576.61,580.51,574.99,369.95K,0.84%,kosdaq
2014-09-25,577.48,583.58,583.66,577.44,433.52K,-0.51%,kosdaq
2014-09-26,577.66,573.91,577.76,573.11,397.80K,0.03%,kosdaq
2014-09-29,569.27,580.30,580.43,566.61,409.35K,-1.45%,kosdaq
2014-09-30,573.22,571.63,573.54,567.30,387.20K,0.69%,kosdaq
2014-10-01,566.99,575.02,575.35,564.32,388.44K,-1.09%,kosdaq
2014-10-02,569.84,564.02,570.01,562.10,332.27K,0.50%,kosdaq
2014-10-06,566.27,573.82,573.93,566.27,357.66K,-0.63%,kosdaq
2014-10-07,562.82,567.70,568.33,561.33,334.81K,-0.61%,kosdaq
2014-10-08,566.74,560.40,567.19,560.40,305.56K,0.70%,kosdaq
2014-10-10,555.95,565.07,565.26,553.87,357.24K,-1.90%,kosdaq
2014-10-13,534.31,551.47,551.47,531.46,432.18K,-3.89%,kosdaq
